ccaa,complete_80,pop_80,perc_80,complete_70,pop_70,perc_70,complete_60,perc_60,complete_50,pop_50,perc_50,complete_25,pop_25,perc_25,complete_18,pop_18,perc_18,complete_16,pop_16,perc_16,complete_total,pop_total,perc_total,fecha
"Castilla y Leon","220.625","223.657","98,6%","103.724","318.575","42,3%","34.765","10,9%","31.867","381.175","8,4%","44.424","738.950","6,0%","2.861","144.422","2,0%","96","40.684","0,2%","438.362","2.092.873","20,9%","2021-05-10T22:00:00.000Z"
"Castilla y Leon","221.193","223.657","98,9%","118.484","318.575","48,3%","36.146","11,3%","32.007","381.175","8,4%","44.596","738.950","6,0%","2.879","144.422","2,0%","97","40.684","0,2%","455.402","2.092.873","21,8%","2021-05-11T22:00:00.000Z"
"Castilla y Leon","221.193","223.657","98,9%","118.484","318.575","48,3%","36.146","11,3%","32.007","381.175","8,4%","44.596","738.950","6,0%","2.879","144.422","2,0%","97","40.684","0,2%","455.402","2.092.873","21,8%","2021-05-12T22:00:00.000Z"
"Castilla y Leon","222.190","223.657","99,3%","163.223","318.575","66,5%","37.555","11,8%","32.293","381.175","8,5%","44.867","738.950","6,1%","2.909","144.422","2,0%","97","40.684","0,2%","503.134","2.092.873","24,0%","2021-05-13T22:00:00.000Z"
"Castilla y Leon","222.271","223.657","99,4%","172.015","318.575","70,1%","41.602","13,1%","32.413","381.175","8,5%","45.025","738.950","6,1%","2.937","144.422","2,0%","97","40.684","0,2%","516.360","2.092.873","24,7%","2021-05-16T22:00:00.000Z"
"Castilla y Leon","222.624","223.657","99,5%","180.549","318.575","73,6%","41.852","13,1%","32.610","381.175","8,6%","45.178","738.950","6,1%","2.948","144.422","2,0%","97","40.684","0,2%","525.858","2.092.873","25,1%","2021-05-17T22:00:00.000Z"
"Castilla y Leon","222.830","223.657","99,6%","192.285","318.575","78,4%","42.771","13,4%","32.817","381.175","8,6%","45.405","738.950","6,1%","2.973","144.422","2,1%","97","40.684","0,2%","539.178","2.092.873","25,8%","2021-05-18T22:00:00.000Z"
"Castilla y Leon","223.055","223.657","99,7%","207.613","318.575","84,6%","44.193","13,9%","33.548","381.175","8,8%","45.645","738.950","6,2%","2.991","144.422","2,1%","100","40.684","0,2%","557.145","2.092.873","26,6%","2021-05-19T22:00:00.000Z"
"Castilla y Leon","223.225","223.657","99,8%","216.204","318.575","88,1%","45.398","14,3%","33.697","381.175","8,8%","45.803","738.950","6,2%","3.001","144.422","2,1%","102","40.684","0,3%","567.430","2.092.873","27,1%","2021-05-20T22:00:00.000Z"
"Castilla y Leon","223.457","223.657","99,9%","227.640","318.575","92,8%","54.261","17,0%","33.832","381.175","8,9%","45.935","738.950","6,2%","3.014","144.422","2,1%","104","40.684","0,3%","588.243","2.092.873","28,1%","2021-05-23T22:00:00.000Z"
"Castilla y Leon","223.538","223.657","99,9%","231.666","318.575","94,4%","55.428","17,4%","34.499","381.175","9,1%","46.046","738.950","6,2%","3.025","144.422","2,1%","105","40.684","0,3%","594.307","2.092.873","28,4%","2021-05-24T22:00:00.000Z"
"Castilla y Leon","223.632","223.657","100,0%","236.426","318.575","96,3%","59.775","18,8%","36.295","381.175","9,5%","46.161","738.950","6,2%","3.039","144.422","2,1%","105","40.684","0,3%","605.433","2.092.873","28,9%","2021-05-25T22:00:00.000Z"
"Castilla y Leon","223.759","223.657","100,0%","238.929","318.575","97,4%","64.323","20,2%","39.460","381.175","10,4%","46.317","738.950","6,3%","3.052","144.422","2,1%","105","40.684","0,3%","615.945","2.092.873","29,4%","2021-05-26T22:00:00.000Z"
"Castilla y Leon","223.865","223.657","100,0%","240.307","318.575","97,9%","72.686","22,8%","40.801","381.175","10,7%","47.149","738.950","6,4%","3.248","144.422","2,2%","105","40.684","0,3%","628.161","2.092.873","30,0%","2021-05-27T22:00:00.000Z"
"Castilla y Leon","224.223","223.657","100,0%","241.836","318.575","98,5%","81.826","25,7%","43.029","381.175","11,3%","52.466","738.950","7,1%","3.704","144.422","2,6%","107","40.684","0,3%","647.191","2.092.873","30,9%","2021-05-30T22:00:00.000Z"
"Castilla y Leon","224.258","223.657","100,0%","241.995","318.575","98,6%","86.596","27,2%","45.357","381.175","11,9%","56.155","738.950","7,6%","4.098","144.422","2,8%","107","40.684","0,3%","658.566","2.092.873","31,5%","2021-05-31T22:00:00.000Z"
"Castilla y Leon","224.294","223.657","100,0%","242.235","318.575","98,7%","89.626","28,1%","49.169","381.175","12,9%","57.668","738.950","7,8%","4.275","144.422","3,0%","108","40.684","0,3%","667.375","2.092.873","31,9%","2021-06-01T22:00:00.000Z"
"Castilla y Leon","224.384","223.657","100,0%","242.598","318.575","98,9%","93.228","29,3%","51.500","381.175","13,5%","58.241","738.950","7,9%","4.311","144.422","3,0%","109","40.684","0,3%","674.371","2.092.873","32,2%","2021-06-02T22:00:00.000Z"
"Castilla y Leon","227.993","100,0%","247.545","100,0%","53,7%","95,1%","204.855","53.746","14,8%","47.637","12,7%","9.371","6,5%","121","0,3%","1.094.311","2.092.873","52,3%",,,,,,"2021-06-03T22:00:00.000Z"
"Castilla - La Mancha","46.971","135.194","34,7%","5.152","218.444","3,2%","12.955","5,9%","21.394","307.478","7,0%","33.077","707.865","4,7%","3.231","149.518","2,2%","74","42.364","0,2%","122.854","1.719.964","7,1%","2021-03-30T22:00:00.000Z"
"Castilla - La Mancha","46.971","135.194","34,7%","5.152","218.444","3,2%","12.955","5,9%","21.394","307.478","7,0%","33.077","707.865","4,7%","3.231","149.518","2,2%","74","42.364","0,2%","122.854","1.719.964","7,1%","2021-03-31T22:00:00.000Z"
"Castilla - La Mancha","54.167","135.194","40,1%","5.258","218.444","3,3%","13.149","6,0%","21.615","307.478","7,0%","33.374","707.865","4,7%","3.266","149.518","2,2%","78","42.364","0,2%","130.907","1.719.964","7,6%","2021-04-02T22:00:00.000Z"
"Castilla - La Mancha","54.253","135.194","40,1%","5.274","218.444","3,3%","13.182","6,0%","21.676","307.478","7,0%","33.458","707.865","4,7%","3.279","149.518","2,2%","78","42.364","0,2%","131.200","1.719.964","7,6%","2021-04-04T22:00:00.000Z"
"Castilla - La Mancha","55.351","135.194","40,9%","5.331","218.444","3,4%","13.241","6,1%","21.791","307.478","7,1%","33.644","707.865","4,8%","3.301","149.518","2,2%","78","42.364","0,2%","132.737","1.719.964","7,7%","2021-04-05T22:00:00.000Z"
"Castilla - La Mancha","60.130","135.194","44,5%","5.480","218.444","3,4%","13.473","6,2%","22.047","307.478","7,2%","34.066","707.865","4,8%","3.334","149.518","2,2%","85","42.364","0,2%","138.615","1.719.964","8,1%","2021-04-06T22:00:00.000Z"
"Castilla - La Mancha","65.818","135.194","48,7%","5.634","218.444","3,5%","13.628","6,2%","22.260","307.478","7,2%","34.542","707.865","4,9%","3.532","149.518","2,4%","85","42.364","0,2%","145.499","1.719.964","8,5%","2021-04-07T22:00:00.000Z"
"Castilla - La Mancha","69.869","135.194","51,7%","5.701","218.444","3,6%","13.690","6,3%","22.358","307.478","7,3%","34.694","707.865","4,9%","3.539","149.518","2,4%","85","42.364","0,2%","149.936","1.719.964","8,7%","2021-04-08T22:00:00.000Z"
"Castilla - La Mancha","71.767","135.194","53,1%","5.769","218.444","3,6%","13.760","6,3%","22.431","307.478","7,3%","34.851","707.865","4,9%","3.547","149.518","2,4%","85","42.364","0,2%","152.210","1.719.964","8,8%","2021-04-11T22:00:00.000Z"
"Castilla - La Mancha","71.930","135.194","53,2%","5.775","218.444","3,6%","13.819","6,3%","22.540","307.478","7,3%","34.948","707.865","4,9%","3.559","149.518","2,4%","85","42.364","0,2%","152.656","1.719.964","8,9%","2021-04-12T22:00:00.000Z"
"Castilla - La Mancha","74.245","135.194","54,9%","5.809","218.444","3,7%","13.857","6,3%","22.599","307.478","7,3%","35.063","707.865","5,0%","3.582","149.518","2,4%","85","42.364","0,2%","155.240","1.719.964","9,0%","2021-04-13T22:00:00.000Z"
"Castilla - La Mancha","78.636","135.194","58,2%","5.892","218.444","3,7%","13.896","6,4%","22.642","307.478","7,4%","35.105","707.865","5,0%","3.593","149.518","2,4%","86","42.364","0,2%","159.850","1.719.964","9,3%","2021-04-14T22:00:00.000Z"
"Castilla - La Mancha","82.432","135.194","61,0%","5.939","218.444","3,7%","13.934","6,4%","22.694","307.478","7,4%","35.167","707.865","5,0%","3.599","149.518","2,4%","86","42.364","0,2%","163.851","1.719.964","9,5%","2021-04-15T22:00:00.000Z"
"Castilla - La Mancha","84.811","135.194","62,7%","6.016","218.444","3,8%","14.022","6,4%","22.764","307.478","7,4%","35.337","707.865","5,0%","3.619","149.518","2,4%","86","42.364","0,2%","166.655","1.719.964","9,7%","2021-04-18T22:00:00.000Z"
"Castilla - La Mancha","88.539","135.194","65,5%","6.047","218.444","3,8%","14.079","6,4%","22.829","307.478","7,4%","35.394","707.865","5,0%","3.637","149.518","2,4%","86","42.364","0,2%","170.611","1.719.964","9,9%","2021-04-19T22:00:00.000Z"
"Castilla - La Mancha","93.565","135.194","69,2%","6.166","218.444","3,9%","14.115","6,5%","22.871","307.478","7,4%","35.476","707.865","5,0%","3.649","149.518","2,4%","86","42.364","0,2%","175.928","1.719.964","10,2%","2021-04-20T22:00:00.000Z"
"Castilla - La Mancha","100.972","135.194","74,7%","6.609","218.444","4,2%","14.184","6,5%","22.967","307.478","7,5%","35.615","707.865","5,0%","3.663","149.518","2,4%","86","42.364","0,2%","184.096","1.719.964","10,7%","2021-04-21T22:00:00.000Z"
"Castilla - La Mancha","104.134","135.194","77,0%","6.742","218.444","4,2%","14.216","6,5%","23.004","307.478","7,5%","35.690","707.865","5,0%","3.672","149.518","2,5%","86","42.364","0,2%","187.544","1.719.964","10,9%","2021-04-22T22:00:00.000Z"
"Castilla - La Mancha","105.824","135.194","78,3%","8.733","218.444","5,5%","14.250","6,5%","23.050","307.478","7,5%","35.753","707.865","5,1%","3.674","149.518","2,5%","86","42.364","0,2%","191.370","1.719.964","11,1%","2021-04-25T22:00:00.000Z"
"Castilla - La Mancha","106.290","135.194","78,6%","8.789","218.444","5,5%","14.262","6,5%","23.072","307.478","7,5%","35.805","707.865","5,1%","3.680","149.518","2,5%","86","42.364","0,2%","191.984","1.719.964","11,2%","2021-04-26T22:00:00.000Z"
"Castilla - La Mancha","109.439","135.194","80,9%","9.812","218.444","6,2%","14.321","6,6%","23.152","307.478","7,5%","35.859","707.865","5,1%","3.679","149.518","2,5%","86","42.364","0,2%","196.348","1.719.964","11,4%","2021-04-27T22:00:00.000Z"
"Castilla - La Mancha","115.216","135.194","85,2%","12.258","218.444","7,7%","14.467","6,6%","23.279","307.478","7,6%","35.959","707.865","5,1%","3.690","149.518","2,5%","86","42.364","0,2%","204.955","1.719.964","11,9%","2021-04-28T22:00:00.000Z"
"Castilla - La Mancha","121.670","135.194","90,0%","16.610","218.444","10,4%","14.569","6,7%","23.380","307.478","7,6%","36.155","707.865","5,1%","3.721","149.518","2,5%","87","42.364","0,2%","216.192","1.719.964","12,6%","2021-04-29T22:00:00.000Z"
"Castilla - La Mancha","126.780","135.194","93,8%","20.446","218.444","12,9%","14.669","6,7%","23.425","307.478","7,6%","36.208","707.865","5,1%","3.725","149.518","2,5%","88","42.364","0,2%","225.341","1.719.964","13,1%","2021-05-02T22:00:00.000Z"
"Castilla - La Mancha","127.053","135.194","94,0%","21.820","218.444","13,7%","14.710","6,7%","23.454","307.478","7,6%","36.240","707.865","5,1%","3.734","149.518","2,5%","88","42.364","0,2%","227.099","1.719.964","13,2%","2021-05-03T22:00:00.000Z"
"Castilla - La Mancha","127.789","135.194","94,5%","26.918","218.444","16,9%","14.759","6,8%","23.496","307.478","7,6%","36.322","707.865","5,1%","3.747","149.518","2,5%","88","42.364","0,2%","233.119","1.719.964","13,6%","2021-05-04T22:00:00.000Z"
"Castilla - La Mancha","129.181","135.194","95,6%","38.099","218.444","23,9%","14.915","6,8%","23.622","307.478","7,7%","36.511","707.865","5,2%","3.779","149.518","2,5%","89","42.364","0,2%","246.196","1.719.964","14,3%","2021-05-05T22:00:00.000Z"
"Castilla - La Mancha","130.111","135.194","96,2%","50.670","218.444","31,8%","15.081","6,9%","23.738","307.478","7,7%","36.685","707.865","5,2%","3.805","149.518","2,5%","89","42.364","0,2%","260.179","1.719.964","15,1%","2021-05-06T22:00:00.000Z"
"Castilla - La Mancha","130.918","135.194","96,8%","59.961","218.444","37,7%","15.260","7,0%","23.878","307.478","7,8%","36.832","707.865","5,2%","3.817","149.518","2,6%","89","42.364","0,2%","270.755","1.719.964","15,7%","2021-05-09T22:00:00.000Z"
"Castilla - La Mancha","131.037","135.194","96,9%","60.723","218.444","38,2%","15.275","7,0%","23.889","307.478","7,8%","36.848","707.865","5,2%","3.823","149.518","2,6%","89","42.364","0,2%","271.684","1.719.964","15,8%","2021-05-10T22:00:00.000Z"
"Castilla - La Mancha","131.265","135.194","97,1%","65.474","218.444","41,2%","15.347","7,0%","23.959","307.478","7,8%","36.976","707.865","5,2%","3.921","149.518","2,6%","89","42.364","0,2%","277.031","1.719.964","16,1%","2021-05-11T22:00:00.000Z"
"Castilla - La Mancha","131.768","135.194","97,5%","80.181","218.444","50,4%","15.603","7,1%","24.150","307.478","7,9%","37.203","707.865","5,3%","3.957","149.518","2,6%","93","42.364","0,2%","292.955","1.719.964","17,0%","2021-05-12T22:00:00.000Z"
"Castilla - La Mancha","132.096","135.194","97,7%","96.263","218.444","60,5%","15.894","7,3%","24.348","307.478","7,9%","37.368","707.865","5,3%","3.971","149.518","2,7%","93","42.364","0,2%","310.033","1.719.964","18,0%","2021-05-13T22:00:00.000Z"
"Castilla - La Mancha","132.378","135.194","97,9%","106.317","218.444","66,8%","16.342","7,5%","27.365","307.478","8,9%","37.661","707.865","5,3%","4.093","149.518","2,7%","93","42.364","0,2%","324.249","1.719.964","18,9%","2021-05-16T22:00:00.000Z"
"Castilla - La Mancha","132.481","135.194","98,0%","108.864","218.444","68,4%","16.421","7,5%","28.212","307.478","9,2%","37.740","707.865","5,3%","4.104","149.518","2,7%","93","42.364","0,2%","327.915","1.719.964","19,1%","2021-05-17T22:00:00.000Z"
"Castilla - La Mancha","132.610","135.194","98,1%","115.114","218.444","72,4%","16.967","7,8%","29.274","307.478","9,5%","37.977","707.865","5,4%","4.128","149.518","2,8%","93","42.364","0,2%","336.163","1.719.964","19,5%","2021-05-18T22:00:00.000Z"
"Castilla - La Mancha","132.798","135.194","98,2%","124.908","218.444","78,5%","17.915","8,2%","30.253","307.478","9,8%","38.208","707.865","5,4%","4.161","149.518","2,8%","94","42.364","0,2%","348.337","1.719.964","20,3%","2021-05-19T22:00:00.000Z"
"Castilla - La Mancha","133.016","135.194","98,4%","135.468","218.444","85,1%","19.956","9,1%","31.457","307.478","10,2%","38.461","707.865","5,4%","4.212","149.518","2,8%","96","42.364","0,2%","362.666","1.719.964","21,1%","2021-05-20T22:00:00.000Z"
"Castilla - La Mancha","133.182","135.194","98,5%","141.058","218.444","88,7%","23.497","10,8%","35.242","307.478","11,5%","38.889","707.865","5,5%","4.268","149.518","2,9%","96","42.364","0,2%","376.232","1.719.964","21,9%","2021-05-23T22:00:00.000Z"
"Castilla - La Mancha","133.507","135.194","98,8%","141.363","218.444","88,9%","25.111","11,5%","36.396","307.478","11,8%","38.950","707.865","5,5%","4.277","149.518","2,9%","97","42.364","0,2%","379.701","1.719.964","22,1%","2021-05-24T22:00:00.000Z"
"Castilla - La Mancha","133.685","135.194","98,9%","143.923","218.444","90,5%","27.213","12,5%","37.694","307.478","12,3%","39.402","707.865","5,6%","4.308","149.518","2,9%","97","42.364","0,2%","386.322","1.719.964","22,5%","2021-05-25T22:00:00.000Z"
"Castilla - La Mancha","133.799","135.194","99,0%","146.291","218.444","91,9%","30.542","14,0%","38.598","307.478","12,6%","39.586","707.865","5,6%","4.343","149.518","2,9%","97","42.364","0,2%","393.256","1.719.964","22,9%","2021-05-26T22:00:00.000Z"
"Castilla - La Mancha","134.005","135.194","99,1%","148.330","218.444","93,2%","33.913","15,5%","39.693","307.478","12,9%","40.230","707.865","5,7%","4.386","149.518","2,9%","97","42.364","0,2%","400.654","1.719.964","23,3%","2021-05-27T22:00:00.000Z"
"Castilla - La Mancha","134.164","135.194","99,2%","150.615","218.444","94,7%","38.198","17,5%","47.532","307.478","15,5%","41.152","707.865","5,8%","4.434","149.518","3,0%","100","42.364","0,2%","416.195","1.719.964","24,2%","2021-05-30T22:00:00.000Z"
"Castilla - La Mancha","134.164","135.194","99,2%","150.639","218.444","94,7%","38.216","17,5%","48.073","307.478","15,6%","41.157","707.865","5,8%","4.434","149.518","3,0%","100","42.364","0,2%","416.783","1.719.964","24,2%","2021-05-31T22:00:00.000Z"
"Castilla - La Mancha","134.230","135.194","99,3%","151.176","218.444","95,0%","41.233","18,9%","52.976","307.478","17,2%","41.960","707.865","5,9%","4.471","149.518","3,0%","100","42.364","0,2%","426.146","1.719.964","24,8%","2021-06-01T22:00:00.000Z"
"Castilla - La Mancha","134.394","135.194","99,4%","152.238","218.444","95,7%","44.943","20,6%","62.539","307.478","20,3%","43.015","707.865","6,1%","4.527","149.518","3,0%","101","42.364","0,2%","441.757","1.719.964","25,7%","2021-06-02T22:00:00.000Z"
"Castilla - La Mancha","136.958","100,0%","156.403","98,3%","77,9%","93,9%","239.521","60.542","18,3%","41.012","10,9%","8.098","5,4%","113","0,3%","847.837","1.719.964","49,3%",,,,,,"2021-06-03T22:00:00.000Z"
"Cataluña","145.808","447.196","32,6%","24.886","837.584","3,9%","45.494","5,4%","64.998","1.091.780","6,0%","124.126","2.803.626","4,4%","15.543","556.316","2,8%","188","159.864","0,1%","421.043","6.531.658","6,4%","2021-03-30T22:00:00.000Z"
"Cataluña","152.848","447.196","34,2%","25.780","837.584","4,1%","46.438","5,5%","65.673","1.091.780","6,0%","124.909","2.803.626","4,5%","15.671","556.316","2,8%","190","159.864","0,1%","431.509","6.531.658","6,6%","2021-03-31T22:00:00.000Z"
"Cataluña","152.848","447.196","34,2%","25.780","837.584","4,1%","46.438","5,5%","65.673","1.091.780","6,0%","124.909","2.803.626","4,5%","15.671","556.316","2,8%","190","159.864","0,1%","431.509","6.531.658","6,6%","2021-04-02T22:00:00.000Z"
"Cataluña","158.522","447.196","35,4%","26.519","837.584","4,2%","47.243","5,6%","66.144","1.091.780","6,1%","125.432","2.803.626","4,5%","15.765","556.316","2,8%","192","159.864","0,1%","439.817","6.531.658","6,7%","2021-04-04T22:00:00.000Z"
"Cataluña","158.526","447.196","35,4%","26.520","837.584","4,2%","47.243","5,6%","66.146","1.091.780","6,1%","125.439","2.803.626","4,5%","15.767","556.316","2,8%","192","159.864","0,1%","439.833","6.531.658","6,7%","2021-04-05T22:00:00.000Z"
"Cataluña","160.027","447.196","35,8%","26.750","837.584","4,2%","47.524","5,7%","66.355","1.091.780","6,1%","125.737","2.803.626","4,5%","15.902","556.316","2,9%","193","159.864","0,1%","442.488","6.531.658","6,8%","2021-04-06T22:00:00.000Z"
"Cataluña","163.082","447.196","36,5%","27.358","837.584","4,3%","48.232","5,8%","66.899","1.091.780","6,1%","126.644","2.803.626","4,5%","16.085","556.316","2,9%","196","159.864","0,1%","448.496","6.531.658","6,9%","2021-04-07T22:00:00.000Z"
"Cataluña","165.173","447.196","36,9%","27.747","837.584","4,4%","48.658","5,8%","67.212","1.091.780","6,2%","126.974","2.803.626","4,5%","16.175","556.316","2,9%","202","159.864","0,1%","452.141","6.531.658","6,9%","2021-04-08T22:00:00.000Z"
"Cataluña","168.413","447.196","37,7%","28.417","837.584","4,5%","49.335","5,9%","67.667","1.091.780","6,2%","127.538","2.803.626","4,5%","16.333","556.316","2,9%","213","159.864","0,1%","457.916","6.531.658","7,0%","2021-04-11T22:00:00.000Z"
"Cataluña","168.479","447.196","37,7%","28.466","837.584","4,5%","49.396","5,9%","67.713","1.091.780","6,2%","127.680","2.803.626","4,6%","16.398","556.316","2,9%","213","159.864","0,1%","458.345","6.531.658","7,0%","2021-04-12T22:00:00.000Z"
"Cataluña","171.122","447.196","38,3%","28.724","837.584","4,5%","49.678","5,9%","67.914","1.091.780","6,2%","127.964","2.803.626","4,6%","16.523","556.316","3,0%","215","159.864","0,1%","462.140","6.531.658","7,1%","2021-04-13T22:00:00.000Z"
